review,rating,sentiment
"KASIAN NASIB PEDANG MAKANAN YANG UDAH GUA COMOT MAKANAN NYA, TRANSAKSI QRIS 2X GAGAL TAPI SALDO KEPOTONG TOLONG DONG INI BCA YANG BENER LAH SISTEM LU UPDATE MULU GA ADA PERUBAHAN MENDING GANTI KE BANK SEBELAH",1,Negative
SUDAH 2 HARI OTP GAK MASUK2 TLP KE CS HALO BCA JAWABANNYA SAMA AJA GAADA SOLUSI !! PAYAAH,1,Negative
"saya pembayaran qris gagal beberapa kali, TPI saldo tetap kepotong. bukan sekali dua kali kejadian kaya gini . hub CS sibuk terus tolong respon",1,Negative
sering gangguan,2,Negative
"kepada bank BCA yang terhormat, saya ingin menyampaikan keluhan yang merugikan saya pribadi. jadi saya melakukan transaksi pembayaran qris gagal dan saya melakukan pembayaran ulang lalu gagal lagi tapi kenapa pembayaran 2x yg gagal tadi dengan nominal yg sama saldo saya malah berkurang dengan total pembayaran qris 2x yg gagal tadi",2,Negative
3x qris isi kuota gagal dan kepotong saldo 😭 akhirnya 15 menit kemudian transaksi sukses 3x pemotongan dengan 1 qris eh kuotanya gak masuk masuk 😭😭 halobca eror chat halo bca eror call eror rasa pgn uninstall aja,1,Negative
versi simple nya banking BCA aplikasinya dr registrasi pendaftaran via online sampai transaksi dipermudah lewat MYBCA aplikasinya sangat bagus gak pernah ada kendala apapun dalam bertransaksi begitu mudah cepat mudah dan flexible,5,Positive
good,5,Positive
saldo ilang Tampa transaksi 500000,5,Positive
"ini kenapa ya aplikasi my BCA serentak semua bayar qris gagal tapi saldo tetap terpotong, tolong pihak bank BCA saldo di amankan dan di perbaiki sistem nya🙏🙏🙏",3,Neutral
tolong dong ini saya transaksi pake qris 900rb 3x gagal proses tapi saldo kepotong...belum kembali saldo saya ayolah masa pelayanan bca skrng jadi kaya gini,1,Negative
"pembayaran gagal tapi saldo tetap berkurang gimana inii, konfirmasi ke cs tapi TIDAK ADA BALASAN ..... UDAH UNTUK SEMUAAA LEBIH BAIK PINDAH KE MOBILE BANKING LAIN SAJAAA",1,Negative
saldo terpotong Rp 15.000 sebanyak 2 kali transaksi tapi di mutasi rekening dan email dari BCA kalau transaksi itu gagal. tapi kenapa saldo saya berkurang wahai BCA!! saya tunggu malam ini juga saldo saya balik. ini bukan berapa nominal nya tapi soal komitmen dan kepercayaan!!!,1,Negative
"APK TOLOL TRANSAKSI GAGAL, TAPI SALDO BERKURANG",1,Negative
"cs nya lambat, saya transaksi via qris. di mutasi rekening saya dikatakan gagal tapi saldo saya terpotong dan tidak dikembalikan. ini sangat berbahaya jika untuk transaksi dalam jumlah besar. saya telah menghubungi cs tapi tidak ada respon",1,Negative
"toling yah min,transaksi gagal tetapi saldo tetap kurang,ini bagaimana,uang ilang gitu aja,udah lapor cs tetapi uang tetap tidak kembali",1,Negative
Habis di update saya bayar QRiS 2x gagal tapi saldo berkurang..makin update bukan makin bagus malah makin jelek.jadi bagaimana nasib saldo saya yang sudah berkurang tapi transaksi gagal?,1,Negative
apakah BCA lagi eror hari ini?soal nya saya transaksi gagal tapi tetep ke potong saldo nya gmn yaa min?,5,Positive
"sudah di update bukan nya bagus malah makin buruk, transaksi jadi gak jelas, notifikasi gagal tapi saldo malah terpotong",1,Negative
makim kaya taiii !!! tarik tunai di gerai pake gangguan digerai gak ada notif nerima uang.tapi saldo kepotong. !!!!!!,1,Negative
ada ga hari ini yang bayar qris gagal duitnya kepotong tapi transaksi gagal,2,Negative
Ada update aplikasi. tapi saldo saya malah hilang pas sudah di-update. Gimana ini BCA. coba hubungi info layanan malah tak bisa,1,Negative
"jelek pembayaran qris saldo gagal, tapi sudah kepotong ilang gitu aja",1,Negative
kode negara Indonesia tidak tersedia,1,Negative
sudah beberapa kali QR gagal tp saldo kepotong auto pindah bank,1,Negative
"sangat rumit, apk gak jelas",1,Negative
kecewa bngt udh 2 kali qris tapi saldo kpotong,1,Negative
tolong bantu saya ..saldo saya hilang 200 bayar qiris gagal tpi saldo nya terpotong ko bisa seperti itu,1,Negative
disaat urgent tidak bisa menghubungi halo bca,1,Negative
"transaksi qris gagal tapi saldo tetep kepotong, halo bca nya juga ga guna gabisa di telpon",1,Negative
"PEMBAYARAN QRIS GAGAL SALDO KEPOTONG TAILAH, TOLONG DI BENERIN INI",1,Negative
aplikasi parah udah transfer 3 kali gagal tapi saldo ikut berkurang,1,Negative
"qris gagal tapi saldo kepotong, selang beberapa menit berhasil tapi bukti transfernya ga ada, yg ada cuman yg gagal",1,Negative
"ini saya bayar kris tulisannya gagal , tpi kenapa saldo tetap di potong, trus cara balikin saldonya gimna, klo saldo saya ngak di balikin saya , udah pasti saya hapus akun dan ganti bank yg lain aja",2,Negative
kenapa sering minta update sie??,5,Positive
"hari ini update , langsung transasi gagal trus saldo kepotong tlpn hallo bca gk di angkat. maunya apa coba",1,Negative
qr selalu gagal dan saldo sudah kepotong selalu seperti itu,1,Negative
Ini gimana pas barcode kuota gagal transaksi sampe 3 kali tiba2 saldo ke potong kuota ga masuk gimana ini ceritanya sumpah bca uang gada lgi ampun banget sumpah,1,Negative
"BCA NYA NGE BUG ATAU APA YAA, KOK SALDO SAYA TERKURANG YAA",1,Negative
pembayaran qris gagal saldo tetep ke potong. tlpn ke hallo bca susahnya minta ampun,1,Negative
"pelayanan dari cs nya lumayan lambat , aplikasi juga sering eror tidak jelas harus lebih banyak diperbaiki lagi buat aplikasi ini",1,Negative
"Gangguan Terus, gajelas lu tf ke rekening sendiri saldo kepotong tf gagal",1,Negative
makin bnyak update makin bnyak masalahnya,3,Neutral
sistemnya bobrok GK karuan masak beli pulsa 15k. salado habis 75k. alasannya sedang terjadi kesalah. pulsa GK masuk saldo habis,1,Negative
"ini gimana ya layanan transaksi bca sekarang sangat buruk banget, saya transaksi qris may telkomsel tulisannya terjadi kesalahan mohon oba kembali, di coba sampe 3 kali, sampe minta tolong teman saya bayar pake bca juga samaa kaya gitu, ternyataa sama ajaaa, setelahnya pake bni baru bisa, abis itu muncull notif dari bca transaksi 3 kalii, temen saya 2 kalii, beli kuota harga 63 ×5, saldo berkurang kuota gak nambahhh, gilaa bca penipuan, cs pun gak bisa di hubungin!!!!",1,Negative
"kemaren dan hari ini.. pembayaran QRIS gagal tapi saldo terpotong, ada apa dengan BCA.??",1,Negative
"uang saya sering banget ga balik kalo transaksi gagal tapi saldo malah kepotong. mana bereseinnya harus dateng ke cabang, bikin males. padahal udah serba digital dan online. tapi harus balik lagi harus dateng ke cabang terdekat.",2,Negative
"kasih bintang 1 aja lah, masa saya bayar pake qris gagal, diulang 2x tapi saldo sudah terpotong, gimana ini solusinya",1,Negative
"saya transaksi menggunakan qris belanja sebesar Rp18.000, namun gagal. saya coba tiga kali tetap gagal. tulisan notifikasinya adalah ""opss... terjadi kesalahan, silahkan coba lagi"". setelah sekitar 30mnt kemudian transaksi qris yang 3x percobaan itu terhitung pending dan kemudian saya mendapatkan notifikasi bahwa transaksi qris berhasil sebanyak 3x. padahal saya sudah membayar cash karena qris sebelumnya gagal. tolong pihak BCA untuk tanggung jawabnya. saya punya bukti transaksinya.",1,Negative
"jujur kecewa banget sama ini aplikasi, jadi hari ini (13 mei 2026) saya lakukan payment karena habis belanja di warung menggunakan qris. Saldo saya ke potong tapi di aktivitas nya tertulis pembayaran gagal. Dan saya coba tanya ke pemilik warung katanya dana nya tidak masuk (dia menunjukkan mutasi nya). emang tidak ada dana yang masuk! Terus saya coba telpon CS nya tapi gagal terus, bagaimana ini pelayanan nya?",1,Negative
saya transaksi gagal tp uang saya kok berkurang,2,Negative
qris gagal tidak ada keterangan ditransaksi saldo hilang,5,Positive
"kenapa setelah diupdate untuk melakukan transaksi sangat susah, dan saat saya melakukan pembayaran qris malah gagal tapi saldo saya diambil, saya coba hubungi layanan gabisa, ini kaya gmana ini uang saya dibalikinnya",1,Negative
transaksi qriss gagal saldo terpotong gimana ini,1,Negative
"saya sudah 2x transaksi qriz dan keduanya transaksi saya gagal tetapi saldo saya tetap berkurang , ini BCA gimana si!!!",1,Negative
"ko makin ke sini makin lemot ya, mana mutasi pembayaran saya gagal terus padahal saldo udh ke potong",2,Negative
"halloo bca, qiris gagal saldo kepotong",1,Negative
saya top up gagal tapi saldo ke potong . ini bagaimana,5,Positive
sunggu sangat kecewa saldo kepotong tpi pembayaran gagal dan pengembalian sangat lama,1,Negative
saya baru saja transaksi menggunakan qris sebanyak 2 kali dan dua² nya gagal .. tapi bukanya saldo nya kembali malah saldonya hilang seperti transaksi berhasil .. padahal udah nyata² di aktivitas transaksinya gagal .. gimana nih?,1,Negative
respon cepat,5,Positive
"punya aplikasi jangan maling kek gini lah, masak bayar bakso pake qris udah 3x transaksi gagal, tapi saldo malah ilang, tapi transaksi gagal, ya orang yang punya toko ga percaya lahh,, abis ini mau di pindahin semua saldo saya ke BRI, BCA kaga jelassss",1,Negative
ENGGA JELAS.... INI BCA ... SAYA TRANSAKSI QRIS PADAHAL GAGAL TAPI SALDO TERPOTONG... CS BCA DIHUBUNGI SELALU GAGAL,1,Negative
"sangat jelek setiap transaksi QRIS gagal tapi saldo sudah kepotong, sangat kecewa",1,Negative
"baru aja update malah gak bisa bayar pake qris, gimana sih konsepnya update menurut kalian",5,Positive
aneh banget setelah update sudah transaksi gagal tapi saldo berkurang bagaimana ini sudah coba menghubungi halo bca malah gagal terus padahal jaringan stabill,3,Neutral
ini kenapa setelah di update saya transaksi gagal? dan saldo saya juga berkurang? saya coba menghubungi hallo bca tidak dapat di hubungi?kembalikan saldo saya..status transaksi padahal gagal!,1,Negative
"Kenapa sering gangguan? saya transaksi menggunakan scan QR terjadi error sampai transaksi hingga 2x, lalu dari pihak yg menyedia kan scan QR tidak dapat memproses. tapi saldo saya berkurang sesuai dengan transaksi yg saya lakukan hingga 2x tsb",1,Negative
kenapa sih bca gw bayar makan beli kuota pake qris status pembayaran gagal tapi saldo gw ilang jadi pengen pindah ke bank lain klo gini,1,Negative
"pembayaran Qriz gagal saldo terpotong di chat di whatsapp tidak direspon, pelayanan sangat buruk.",1,Negative
perbaiki sistemnya masa status nya gagal uang malah kepotong bagaimana ini,1,Negative
"transaksi qris saldo kepotong tapi gagal Al hasil TLP TLP halo BCA Mulu .,, buang buang waktu , bank sebesar BCA masa aplikasi nya error begitub",2,Negative
transaksi gagal tapi saldo berkurang,1,Negative
"parah habis update, pembayaran Qris gagal. 2 kali saya coba pembayaran Qris dan 2 kali juga saldonya hilang. transaksi gagal tapi saldo malah hilang. apa coba BCA ini gak jelas parahhhhh.....",1,Negative
"kenapa ya qris sering kali trouble sdh ganti pake wifi pake data smpe sdh saya mulai ulang hp saya tp masi tetep gabisa, tolong perbaikan nya",3,Neutral
kendala QR terjadi hari ini 13 Mei 2026 di warung kelontong. transaksi gagal namun terpotong,1,Negative
"saya melakukan transaksi qris katanya ada kesalahan teknis + transaksi gagal, tapi saldo saya malah di hisap juga. pantesan ada yg janggal nih bca, maling duit berkendok error",1,Negative
"13 Mei 2026 pukul 20.40 an. transaksi qris 3 kali tertera gagal di mutasi, tapi saldo hilang. telpon 1500888 gabisa kehubung. gangguan kah? gaada notif gangguan",1,Negative
terbaik,5,Positive
min saya belanja diwarung pembayaran pake Qris kok gagal ya tapi saldo kepotong ini gimana min tolong dong,1,Negative
qris gagal saldo hilang jir parah,1,Negative
klo transfer sudah tertera gagal jangan saldo ikut hilang ini gagal saldo hilang aneh makin di perbaiki makin kacau,1,Negative
"update buat apa apk nya malah Makin dungu,,mau kontak CS aja Susah kebangetan",1,Negative
terlalu sering update,3,Neutral
qris eror ya masak transaksi gagal saldo kepotong,1,Negative
woiii duit gw gagal qris bga balik ni,1,Negative
"transaksi gagal tapi saldo berkurang , gimana sih BCA .",1,Negative
APLIKASI UPDATE SEHARI BISA 2X. GA JELAS BGT,1,Negative
"transaksi Qris gagal tapi saldo sudah kepotong ini gimana, gimana ini penjelasan ny mybca",1,Negative
bca gimana ini masa saya transfer gagal tapi saldo ke sedot,1,Negative
"masa transfer gagal gimana si, tapi ga lama masuk notifikasi transfer berhasil, terus di cek mutasi PEND tapi saldo sudah terpotong, lalu dapet email bahwa transaksi gagal gimana si ini",1,Negative
"sekelas BCA qrisnya suka nga berhasil tapi saldo berkurang, kecewa banget.",2,Negative
oke aplikasiny bagus..,5,Positive
"Saya kasih 2 bintang, karna saya barusan melakukan pembayaran qris, saldo saya berkurang, tapi pembayaran tidak masuk!",2,Negative
"Masih banyak eror, bayar pake QRIS udah terpotong saldo nya tapi tidak masuk, dan itu beberapa kali!!!!",1,Negative
ini gimana transaksi pakai qris 5x ggal terus tapi saldo berkurang.,1,Negative
"benerin lagi dah servernya, banyak bug",1,Negative
makin hari makin gak bnr. tiap bayar qris slalu gagal dan saldo ke potong,1,Negative
is very good,5,Positive
"yg paling gw ga suka ni BCA, saldo kepotong, transaksi gagal, saldo lenyap, udh 4 x saldo gw tidak di kembali kan... bank lain kalo gagal saldo kembali, BCA aneh, malahan saldo hilang",1,Negative
"kalo QR sekarang suka gagal terus, ga kaya kemaren kemaren lancar",1,Negative
"UDH 2 HARI INI TRANSAKSI GA MASUK, TAPI SALDO SAYA BERKURANG!!!!!!!!! MENGHAMBAT TRANSAKSI!!!!!!!! TOLONG LAH BENERIN APKNYA INI!!!!!! ATAU DR BCANYA BENERIN!!!!!! MALAH JADI MENGHAMBAT!!!!! PAKE PAKET DATA GA MASUK SALDO BERKURANG, PAKE WIFI JUGA SAMA GIMANA SIH!!!!!!!",1,Negative
gangguan terus transaksi gagal saldo kepotong gila..,1,Negative
"update melulu giliran mau sken Qris lalu masukin sandi, keterangannya bermasalah, cek saldo sudah terpotong tapi saldo gak masuk ke Qr yang di tuju.",1,Negative
"good, sayang nya saham nyangkut 78 lot😄",5,Positive
"udah di update sama wifi ,malem habis isya malah update lagi padahal pake data gajelas",3,Neutral
ok,5,Positive
okeh,5,Positive
trimakasih,4,Positive
lebih ribet sekarang harus ada data seluler juga padahal sebelumnya gampang pake wifi pun bisa. mohon untuk di perbaiki layanannya agar tidak rumit,1,Negative
sangat memuaskan,5,Positive
bank ini sangat bagus tapi mau login pakay nomer luar negri kode otp nya gak ada masuk aku uda 15 hari tidak bisa login gara gara GK bisa Nerima otp saya sudah telfon mybca 20 kali tetap gak bisa tolong dong min kerja sama nya dengan nomer otp luar negri di perbaiki lagi termasuk negara Malaysia otp nya di diskusikan kembali semua yang pakay nomer Malaysia yang mau login gak bisa login sama sekali q uda aktifkan SMS premium mode pesawat reset hp tetap gak bisa Nerima otp pakay nomer Malaysia 🙏,5,Positive
mantap,5,Positive
Saat mau verifikasi dg memasukkan no Handphone+kode negara Indonesia kok nggak ada sih min di App MyBCA nya nih..Ada bug atau gimana?,1,Negative
cakep,5,Positive
"cihhhhhh susah bet mau bikin akun, vermuk gagal mulu, vc cs nya cuek, kaga ngasih solusi, apadah maunya",1,Negative
daftarnya sulit,5,Positive
mantap,5,Positive
sangat baik,5,Positive
kaa jelas sering logout sndri akhinya masukin id lagi potong pulsa lagi,1,Negative
enak pake my bca,5,Positive
mau masuk lagi gk ada kode negara indonesia,1,Negative
"BCA kenapa QRis atau tf lamaaaaaaa bgt loadingnya,,, mau isi bensin jd antri lama ini wei",4,Positive
sdh 2x ini tiap diupdate malah gak bs login dan hrz hub hallo bca,4,Positive
setiap update pasti susah masuk,4,Positive
diperbarui malah makin lemot dan mempersulit transaksi,1,Negative
awalnya BCAmobile..trus harus d perbarui udh d klik jdi myBCA..tpi ko mlah jdi ribet lagi harus d perbarui semuanya..dan d akhir harus video cal tpi gk d angkat..ini harus gimana yaa..sya blum bisa buka aplikasinya..mana lagi butuh mau tf🤦‍♀️,2,Negative
aplikasi gak jelas pemilik rekening asli di kira penipu hadeh,1,Negative
bgus mantp,5,Positive
"Kemarin aplikasinya error, suka ngeclose sendiri. Jadi saya install ulang, giliran login, saya lupa Password, masuk ke forgot Password, malah disuruh hubungi halo bca, eh saya back aplikasinya, tiba-tiba ID diblokir, gak jelas banget, udah gitu login ke mBCA juga gak bisa pas proses kirim sms ke 89888, gagal terus.",1,Negative
terbaik,5,Positive
fingerprint jadi gagal terus,3,Neutral
bagus,5,Positive
good,5,Positive
Hanya bintang yang menilai nya,5,Positive
setelah diupdate kok force close terus appnya,2,Negative
Apa ini mau login habis regristasi suruh masukin nomor hp trus untuk pilih kode nomer negara Indonesia aja negaranya ga ada??? jadinya gabisa masuk,4,Positive
bagus,5,Positive
jangan kebanyakan update yg gak penting,5,Positive
"udah download ulang,,, malah gak bisa dibuka... apa harus ke bank lagi?",5,Positive
Perangkat tidak kompatibel dengan versi saat ini. Padahal perangkat sudah versi terbaru. Tapi tidak bisa di install. Bagaimana solusinya?,1,Negative
fiturnya sangat bagus dan memuaskan tapi untung kedepan bisa nggk ada menu dompet untuk memisah-misahkan saldonya,5,Positive
Sudah di update malah GK ke buka...Sbelum di update lancar2 aja. 🤔,3,Neutral
ok,5,Positive
MyBCA sangat bagus dan banyak fitur,5,Positive
abis update malah no responding taex,1,Negative
ok,5,Positive
Perfect,5,Positive
"Aplikasinya rekomendasi, cepat, instan, dibanding kan mobile BCA login perlu pake pulsa, fitur yg disuka saya aplikasi ini pakai sidik jari tidak perlu menggunakan sandi ulang.",5,Positive
